OBJECTID,YEAR_,FIRE_NAME,CAUSE,GIS_ACRES
32648,1981,HOGSBACK,Arson,369.10665894
32649,1981,QUINLAN,Smoking,1486.4420166
32650,1981,SUNSBURY HILL SERIES,Arson,249.78436279
32651,1998,Unnamed,Unknown/Unidentified,149.01791382
32652,1998,Unnamed,Unknown/Unidentified,1583.92297363
32653,1998,OAK CANYON FIRE,Campfire,219.28521729
32654,1998,STALLION FIRE,Unknown/Unidentified,945.72424316
32655,1998,COVINGTON FIRE,Unknown/Unidentified,781.46954346
32656,1998,Unnamed,Unknown/Unidentified,318.8369751
32657,1987,CHULAR CANYON,Unknown/Unidentified,423.42520142
32658,1987,MORSE,Unknown/Unidentified,190.33001709
32659,1987,SCORPION,Campfire,19.914916990000002
32660,1987,HORSE LINTO,Miscellaneous,122.47897339
32661,1987,WINNEBAGO,Arson,75.67765045
32662,1987,AIKENS,Unknown/Unidentified,9.95752525
32663,1987,WOODTICK,Lightning,9.9575634
32664,1987,Unnamed,Unknown/Unidentified,122.47853088
32665,1987,LITTLEFIELD,Lightning,15.42946911
32666,1987,LAKE,Lightning,18234.25
32667,1987,SLIDES,Lightning,913.35168457
32668,1987,FOUTS,Lightning,16362.875
32669,1987,ASSIST #105,Miscellaneous,46.55640793
32670,1987,DEHESA #2,Miscellaneous,61.61618805
32671,1987,CARRIZO,Miscellaneous,289.92495728
32672,1989,Unnamed,Vehicle,215.32540894
32673,1989,BATES FIRE,Unknown/Unidentified,190.81535339
32674,2003,BALCH,Unknown/Unidentified,37.49959946
32675,2003,FRAZIER,Unknown/Unidentified,697.87823486
32676,2003,ELEPHANT,Unknown/Unidentified,243.44154358
32677,2000,RIO,Unknown/Unidentified,24.93514252
32678,2003,152,Miscellaneous,1507.2722168
32679,1997,EL MORO,Arson,90.68682098
32680,1990,MONARCH,Unknown/Unidentified,101.40865326
32681,1991,PICO,Arson,222.06768799
32682,2001,SHADY CANYON,Power Line,25.58230019
32683,2001,Unnamed,Arson,6.12074423
32684,2003,BUCK RIDGE,Lightning,13.43308258
32685,2003,BOWMAN,Lightning,213.16178894
32686,2003,LOGAN (LEE LOGAN),Lightning,200.21447754
32687,2003,BEAR,Lightning,403.33026123
32688,2003,RED ROCK,Lightning,33.11336136
32689,2003,HAPPY CAMP,Lightning,1482.12670898
32690,2003,FELKNER,Lightning,516.47296143
32691,2003,DEAFY,Lightning,4782.02099609
32692,2003,HORSE (HULL),Lightning,102.37311554
32693,1925,REFUGIO,Miscellaneous,484.72067261
32694,1926,REFUGIO,Miscellaneous,194.30456543
32695,1934,SAN ONOFRE CYN,Miscellaneous,194.40209961
32696,1999,CAMUESA,Unknown/Unidentified,175.4150238
32697,2000,OAK,Arson,186.65351868
32698,2000,CACHUMA,Lightning,40.26728821
32699,2000,MC KINLEY,Miscellaneous,117.2700882
32700,1988,SLU 1059,Unknown/Unidentified,84.90219879
32701,2000,COTTONWOOD,Unknown/Unidentified,29.63558197
32702,1931,BUCKHORN,Unknown/Unidentified,455.85839844
32703,1961,DONOVAN,Miscellaneous,421.96902466
32704,1934,BUCKHORN CYN,Unknown/Unidentified,241.58808899
32705,1928,Unnamed,Miscellaneous,355.58425903
32706,1984,HURRICANE,Unknown/Unidentified,533.13983154
32707,1981,REY,Miscellaneous,1638.03503418
32708,2000,BRADBURY,Unknown/Unidentified,6.5769763
32709,2000,BRADBURY (SPOT),Unknown/Unidentified,0.48070666
32710,1990,LONG GULCH,Unknown/Unidentified,1768.3885498
32711,1992,BIRD,Miscellaneous,560.51574707
32712,1998,EDNA,Arson,28136.32617188
32714,1956,Unnamed,Unknown/Unidentified,209.41390991
32715,1921,Unnamed,Unknown/Unidentified,10436.96679688
32716,1930,Unnamed,Unknown/Unidentified,250.79931641
32718,1992,RYERSON,Unknown/Unidentified,4.97887945
32719,1992,DEER HORM,Unknown/Unidentified,4.97874498
32720,1992,GO,Arson,49.78820038
32721,1992,MARINE,Arson,2.98722053
32722,1992,Unnamed,Unknown/Unidentified,19.91539001
32723,1992,Unnamed,Unknown/Unidentified,2.98747659
32724,2000,HWY 120 #1,Vehicle,47.78837204
32725,2000,HWY 49 #7,Miscellaneous,67.50411224
32726,2006,MOCAL,Miscellaneous,932.20574951
32727,2006,OBSERVATION COMPLEX,Lightning,4393.10351563
32728,2006,KINGSTON 2,Lightning,447.03607178
32729,1970,POLLOCK PINES,Unknown/Unidentified,301.47689819
32730,1970,PONDEROSA,Unknown/Unidentified,296.69158936
32731,1970,RUMSEY SERIES,Unknown/Unidentified,292.24127197
32732,1970,SCHOOL HOUSE CREEK,Unknown/Unidentified,773.04663086
32733,1970,SHOCKLEY,Unknown/Unidentified,285.52374268
32734,1970,SILVEY #2,Unknown/Unidentified,497.48400879
32735,1970,STWARTVILLE,Unknown/Unidentified,407.91744995
32736,1970,STWEWARTVILLE #2,Unknown/Unidentified,335.22857666
32737,1970,TASSAJARA,Unknown/Unidentified,448.50262451
32738,1975,BADLANDS,Unknown/Unidentified,1710.77270508
32739,1975,HIGHGROVE,Unknown/Unidentified,425.93191528
32740,1975,Unnamed,Unknown/Unidentified,12800.96875
32741,1975,Unnamed,Unknown/Unidentified,119.09165192
32742,1975,Unnamed,Unknown/Unidentified,1877.359375
32743,1975,Unnamed,Unknown/Unidentified,1954.23547363
32744,1975,Unnamed,Unknown/Unidentified,768.09521484
32745,1975,SILVERADO,Equipment Use,389.80761719
32746,1975,LAKE HEMET,Playing with Fire,5214.9765625
32747,1975,Unnamed,Unknown/Unidentified,633.81713867
32748,1975,Unnamed,Unknown/Unidentified,2658.22802734
32749,1975,GRADY,Unknown/Unidentified,152.94216919
32750,1975,CAT CREEK,Unknown/Unidentified,184.97018433
32751,1975,SAN RAFAEL ASSIST,Unknown/Unidentified,43.3897171
32752,1975,SHELIA ANN,Unknown/Unidentified,55.86897659
32753,1975,BOX CANYON,Unknown/Unidentified,553.24407959
32754,1975,ROCK,Equipment Use,21.9059391
32755,1976,Unnamed,Unknown/Unidentified,15.1019907
32756,1976,Unnamed,Unknown/Unidentified,23.37420273
32757,1976,Unnamed,Unknown/Unidentified,5.8943119
32758,1976,Unnamed,Unknown/Unidentified,7.90886974
32759,1976,Unnamed,Unknown/Unidentified,56.70138931
32760,1976,Unnamed,Unknown/Unidentified,16.5242157
32761,1976,Unnamed,Unknown/Unidentified,21.324701310000002
32762,1976,Unnamed,Unknown/Unidentified,16.67813683
32763,1976,Unnamed,Unknown/Unidentified,5.83213997
32764,1976,Unnamed,Unknown/Unidentified,30.56581306
32765,1976,Unnamed,Unknown/Unidentified,33.21991348
32766,1994,HIRSCHDALE,Equipment Use,1068.90368652
32767,1994,CRYSTAL,Equipment Use,7392.43017578
32768,2000,DEADWOOD,Equipment Use,95.81236267
32769,1990,Unnamed,Unknown/Unidentified,5.46989489
32770,1990,Unnamed,Unknown/Unidentified,15.07674789
32771,1990,Unnamed,Unknown/Unidentified,8.83171844
32772,1991,GRAVES,Equipment Use,136.68830872
32773,1991,JACKS,Lightning,21.83160591
32774,1991,CARMODY,Unknown/Unidentified,54.19364166
32775,1979,TWISSELMAN,Unknown/Unidentified,333.96511841
32776,1979,MILLIE,Miscellaneous,7560.16699219
32777,1979,HESPERIA,Unknown/Unidentified,1432.20751953
32778,1979,JOSHUA TREE,Unknown/Unidentified,586.13818359
32779,1979,SIDEWINDER,Unknown/Unidentified,580.64660645
32780,1979,SIERRA SERIES,Unknown/Unidentified,1838.44348145
32781,1979,YUCCA LOMA,Unknown/Unidentified,991.27978516
32782,1979,Unnamed,Unknown/Unidentified,114.00206757
32783,1979,Unnamed,Miscellaneous,2090.80419922
32784,1979,ELKHORN RD.,Unknown/Unidentified,1658.22558594
32785,1979,HILLMAN,Unknown/Unidentified,1004.52947998
32786,1979,THE DAVENPORT FIRE,Unknown/Unidentified,198.01902771
32787,1979,CATALINA FIRE,Unknown/Unidentified,886.35864258
32788,1979,Unnamed,Unknown/Unidentified,37.97135162
32789,1979,Unnamed,Unknown/Unidentified,2.04588366
32790,1979,Unnamed,Unknown/Unidentified,172.621521
32791,1979,Unnamed,Unknown/Unidentified,89.11032104
32792,1979,Unnamed,Unknown/Unidentified,11.06198502
32793,1979,Unnamed,Unknown/Unidentified,4.29319906
32794,1996,CENTER FIRE,Unknown/Unidentified,125.86565399
32795,1996,DIXIE FIRE,Unknown/Unidentified,1402.57592773
32796,1996,PASS FIRE,Unknown/Unidentified,87.53656769
32797,1996,GATES,Unknown/Unidentified,2985.14086914
32798,1996,GUENOC,Unknown/Unidentified,649.2869873
32799,1996,PG&E #8,Unknown/Unidentified,2106.75390625
32800,1996,PORTER CREEK FIRE,Unknown/Unidentified,538.32531738
32801,1996,MT. JACKSON,Lightning,856.81811523
32802,1996,Unnamed,Lightning,11.03088284
32803,1996,Unnamed,Arson,6718.70947266
32804,1996,Unnamed,Playing with Fire,3802.15258789
32805,1996,SAGE FLAT,Equipment Use,2126.70898438
32806,2003,DOE #2,Lightning,6.04421949
32807,2003,DOE #1,Lightning,0.03367797
32808,2003,MARE,Lightning,2.24131918
32809,2003,BROCK,Lightning,42.08467484
32810,2003,MANZANITA SPRINGS,Lightning,37.86018372
32811,2003,BUCKHORN #2,Lightning,0.03343417
32812,2003,ANDERSON,Lightning,290.62017822
32813,2003,ERICSON,Lightning,1.68877399
32814,1970,U3-RANCH,Unknown/Unidentified,446.84344482
32815,1970,VAQUERO,Unknown/Unidentified,550.91424561
32816,1970,WILLIAMS,Unknown/Unidentified,1701.97875977
32817,1970,WPRR #9,Unknown/Unidentified,1532.56481934
32818,1970,BUCKEYE,Miscellaneous,42307.453125
32819,1970,GIBBON,Unknown/Unidentified,492.78018188
32820,1970,MARTIN,Unknown/Unidentified,682.09143066
32821,1970,MOTHER'S DAY,Unknown/Unidentified,304.51815796
32822,1970,OAT CANYON,Unknown/Unidentified,139.10305786
32823,1970,ORTIGALITA RIDGE,Unknown/Unidentified,599.48828125
32824,1970,Unnamed,Unknown/Unidentified,1916.63916016
32825,1970,Unnamed,Unknown/Unidentified,496.10021973
32826,1970,TECTATE,Unknown/Unidentified,1755.04284668
32827,1970,BOX,Unknown/Unidentified,317.46524048
32828,1970,BOX #11,Unknown/Unidentified,1518.20922852
32829,1970,CASCO #2,Unknown/Unidentified,6234.29150391
32830,1970,CASCO RAILROAD #26,Unknown/Unidentified,553.07739258
32831,1970,SHELL OIL CO.,Unknown/Unidentified,186.13613892
32832,1970,AGUA DULCE FIRE,Unknown/Unidentified,21756.25195313
32833,1970,SAN FRANCISQUITO FIRE,Unknown/Unidentified,4488.79296875
32834,1950,EUER,Smoking,29.70980072
32835,1970,Unnamed,Unknown/Unidentified,4.2327981
32836,1970,Unnamed,Unknown/Unidentified,1.4750613
32837,1970,Unnamed,Unknown/Unidentified,26.42088318
32838,1970,Unnamed,Unknown/Unidentified,2.08732677
32839,1970,Unnamed,Unknown/Unidentified,62.44691467
32840,1970,Unnamed,Unknown/Unidentified,6.41601706
32841,1970,Unnamed,Unknown/Unidentified,9.13473701
32842,1970,Unnamed,Unknown/Unidentified,6.52915907
32843,1970,Unnamed,Unknown/Unidentified,13.99970818
32844,1970,Unnamed,Unknown/Unidentified,12.29692173
32845,1970,GANESHA FIRE,Unknown/Unidentified,69.19541931
32846,1970,BAILEY FIRE,Unknown/Unidentified,416.31100464
32847,1970,RANKIN RANCH,Miscellaneous,35976.22265625
32848,1970,COW FLAT,Equipment Use,36.09956741
32849,1953,Unnamed,Lightning,797.40228271
32850,1954,Unnamed,Miscellaneous,2340.4753418
32851,1954,Unnamed,Miscellaneous,38.36581802
32852,1954,Unnamed,Lightning,11.311759
32853,1971,SEQUOIA FIRE/USFS,Unknown/Unidentified,511.37750244
32854,1971,LODI FIRE,Unknown/Unidentified,343.2963562
32855,1971,MUREAU FIRE,Unknown/Unidentified,144.7752533
32856,1971,Unnamed,Unknown/Unidentified,12.00578403
32857,1971,Unnamed,Unknown/Unidentified,10.2343092
32858,1972,BEAR H,Equipment Use,3.98311281
32859,1972,HICO E,Equipment Use,2.98720479
32860,1972,PANTHER,Miscellaneous,209.86502075
32861,1972,BLUE C,Equipment Use,54.18246078
32862,1972,BLUE P&M,Equipment Use,22.3044014
32863,1972,WILLIAMS,Miscellaneous,37.39634323
32864,1972,BIG,Lightning,55.2838974
32865,1972,BLUFF,Lightning,315.19509888
32866,1972,DILLON,Lightning,8.40021229
32867,1973,APPLE,Unknown/Unidentified,734.86419678
32868,1973,AZEVEDO #2,Unknown/Unidentified,615.70025635
32869,1973,BABER,Unknown/Unidentified,332.51358032
32870,1973,BIG VALLEY MT.,Unknown/Unidentified,258.52746582
32871,1973,CALABRESE,Unknown/Unidentified,644.5657959
32872,1973,CHEROKEE RD. #6,Unknown/Unidentified,728.01257324
32873,1973,DOGHOUSE,Unknown/Unidentified,8058.79345703
32874,1973,ETSEL RIDGE,Unknown/Unidentified,581.3081665
32875,1973,FINLEY CREEK,Unknown/Unidentified,12832.89355469
32876,1973,FISH & GAME #4,Unknown/Unidentified,242.24885559
32877,1973,FORD CROSSING,Unknown/Unidentified,113.31970978
32878,1973,HWY 32/SANTOS,Unknown/Unidentified,742.2401123
32879,1973,L. SEVEN,Unknown/Unidentified,677.7800293
32880,1973,MILL CREEK,Unknown/Unidentified,978.03582764
32881,1973,PENTZ/67,Unknown/Unidentified,132.71646118
32882,1973,RUSSELL,Unknown/Unidentified,407.70452881
32883,1973,SIGNAL HILL,Unknown/Unidentified,4393.38574219
32884,1973,SUNNYSIDE DUMP #3,Unknown/Unidentified,640.70977783
32885,1973,TRAINER HILLS,Unknown/Unidentified,808.92443848
32886,1973,INSKIP GRADE,Unknown/Unidentified,19560.859375
32887,1973,CHOLAME,Unknown/Unidentified,240.34370422
32888,1973,COUNTY LINE,Unknown/Unidentified,4035.16650391
32889,1973,LIGHTNING #58,Unknown/Unidentified,471.86541748
32890,1973,BUCKMAN,Miscellaneous,137.66764832
32891,1973,TARPOT,Unknown/Unidentified,567.72509766
32892,1973,Unnamed,Unknown/Unidentified,24.56856537
32893,1973,Unnamed,Unknown/Unidentified,3682.49243164
32894,1973,GILMAN,Unknown/Unidentified,1855.11169434
32895,1973,JUNIPER,Unknown/Unidentified,619.88342285
32896,1973,Unnamed,Miscellaneous,42.07201004
32897,1973,Unnamed,Unknown/Unidentified,133.01867676
32898,1973,Unnamed,Miscellaneous,126.22541809
32899,1973,Unnamed,Miscellaneous,107.86577606
32900,1973,Unnamed,Miscellaneous,21.02658081
32901,1973,MT. TENAYA CT.,Unknown/Unidentified,82.14946747
32902,1973,BIG FERRY,Lightning,7.83289194
32903,1973,WILL,Lightning,12.92898655
32904,1973,MORGAN,Lightning,8.09577751
32905,1973,OFF,Equipment Use,8414.3984375
32906,1974,LOS CERRETOS,Unknown/Unidentified,885.45269775
32907,1974,MAXON,Unknown/Unidentified,313.20697021
32908,1974,OLD MILL,Unknown/Unidentified,4737.61132813
32909,1974,P. WILSON,Unknown/Unidentified,262.68048096
32910,1974,PLUMAS BRODHY ASSIST,Unknown/Unidentified,101.30690002
32911,1974,RANCH MADERA,Unknown/Unidentified,515.64227295
32912,1974,HETTEN,Unknown/Unidentified,132.40802002
32913,1974,Unnamed,Miscellaneous,548.31427002
32914,1974,CASEY,Unknown/Unidentified,6829.05566406
32915,1974,FERRIS,Miscellaneous,3289.14672852
32916,1974,Unnamed,Miscellaneous,31.48333549
32917,1974,SWALL,Miscellaneous,666.72998047
32918,1970,OUR,Campfire,15.24411774
32919,1971,BALDY,Escaped Prescribed Burn,26.33371544
32920,1972,CARMAN #1,Lightning,158.28639221
32921,1972,COTTONWOOD,Smoking,10.33124638
32922,1972,LILY,Smoking,195.55976868
32923,1973,COYOTE,Miscellaneous,318.65872192
32924,1980,VERDI,Miscellaneous,30.57671356
32925,1980,ROADSIDE 82,Arson,23.85686111
32926,1984,AMERICAN,Lightning,28.0375843
32927,1985,COBURN,Smoking,35.00043869
32928,1986,RELIEF,Lightning,53.19402313
32929,1986,SLATE,Lightning,2040.23803711
32930,1987,INDIAN,Lightning,18.95248222
32931,1987,INDIAN,Lightning,9242.69238281
32932,1987,Unnamed,Lightning,1000.95910645
32933,1974,Unnamed,Unknown/Unidentified,24.609191889999998
32934,1974,Unnamed,Miscellaneous,32.89479065
32935,1975,WOODLAKE MOUNTAIN,Unknown/Unidentified,1574.20141602
32936,1975,YOKOHL,Unknown/Unidentified,1594.83862305
32937,1975,CLEVENGER,Miscellaneous,3634.05419922
32938,1975,COLE,Unknown/Unidentified,73.8844223
32939,1975,RICE,Unknown/Unidentified,395.99371338
32940,1975,ROCKWOOD,Unknown/Unidentified,684.44073486
32941,1975,TECATE,Unknown/Unidentified,1885.64758301
32942,1975,Unnamed,Unknown/Unidentified,370.92181396
32943,1975,Unnamed,Unknown/Unidentified,21.5448494
32944,1975,Unnamed,Unknown/Unidentified,64.9731369
32945,1975,Unnamed,Unknown/Unidentified,307.76394653
32946,1975,Unnamed,Unknown/Unidentified,56.38526917
32947,1975,Unnamed,Unknown/Unidentified,170.00332642
32948,1975,Unnamed,Unknown/Unidentified,21.22589684
32949,1975,Unnamed,Unknown/Unidentified,7.58352518
32950,1975,JEEP,Unknown/Unidentified,711.66674805
32951,1975,ISLAND MOUNTAIN,Unknown/Unidentified,479.06799316
32952,1975,SUTFIN #2,Unknown/Unidentified,761.23657227
32953,1975,RANCHO TEHAMA,Unknown/Unidentified,374.89074707
32954,1975,SECATA,Miscellaneous,1060.61047363
32955,1975,Unnamed,Smoking,653.42651367
32956,1975,OPEN,Arson,96.87111664
32957,1975,PACOIMA FIRE/USFS,Unknown/Unidentified,6595.7109375
32958,1975,MILL FIRE/USFS,Unknown/Unidentified,51220.44140625
32959,1975,STAGECOACH FIRE,Unknown/Unidentified,489.24490356
32960,1989,Unnamed,Campfire,95.45127869
32961,1975,VILLAGE FIRE,Unknown/Unidentified,14246.78710938
32962,1975,LANNEN FIRE,Unknown/Unidentified,159.50595093
32963,1975,STAR PINE FIRE,Unknown/Unidentified,115.10366058
32964,1975,COUNTRY CLUB FIRE,Unknown/Unidentified,106.44023895
32965,1975,VIA VERDE FIRE,Unknown/Unidentified,331.13473511
32966,1975,Unnamed,Unknown/Unidentified,2.56834078
32967,1975,Unnamed,Unknown/Unidentified,23.14389038
32968,1982,Unnamed,Unknown/Unidentified,51.48944092
32969,1982,Unnamed,Unknown/Unidentified,1014.79095459
32970,1982,COW,Arson,1472.62573242
32971,1984,Unnamed,Unknown/Unidentified,39.67986679
32972,1989,CHALK,Miscellaneous,25.92692375
32973,1989,DEVIL,Lightning,9.20531464
32974,1990,BUTTES,Lightning,240.2207489
32975,1990,EAGLE,Lightning,13.03489208
32976,1990,Unnamed,Lightning,148.13726807
32977,1990,Unnamed,Lightning,36.28923798
32978,1990,Unnamed,Railroad,327.98764038
32979,1991,Unnamed,Miscellaneous,17.48978996
32980,1992,Unnamed,Lightning,84.93967438
32981,1993,Unnamed,Miscellaneous,19.13936234
32982,1994,WALL,Campfire,40.10383224
32983,1996,HUNGRY,Miscellaneous,70.19660187
32984,1984,Unnamed,Unknown/Unidentified,33.11883163
32985,2001,DARBY,Unknown/Unidentified,14280.47753906
32986,2001,MOORE,Campfire,579.25939941
32987,1934,CASE MTN,Unknown/Unidentified,1633.32678223
32988,2002,"SPI #13 ""SKULL""",Debris,19.85106277
32989,2002,SPI #14,Debris,18.01762009
32990,2002,BOSWELL,Equipment Use,15.09199715
32991,2002,FRITZ,Arson,69.63414001
32992,2002,GRANITE,Railroad,74.49518585
32993,2002,AUCKLAND,Equipment Use,17.77069664
32994,2002,CURTIS,Railroad,12.7597332
32995,2002,ELDERWOOD,Railroad,152.55004883
32996,2002,STAGE,Arson,1159.796875
32997,2002,GLOBE,Arson,11.32046604
32998,1983,WILDCAT,Miscellaneous,47.67947388
32999,1983,HARBISON,Miscellaneous,42.4424324
33000,1983,ASSIST #14,Miscellaneous,125.92615509
33001,2006,POPPY FIRE,Unknown/Unidentified,372.115448
33002,2006,HWY 138 & 300 WEST FIRE,Unknown/Unidentified,192.61090088
33003,2006,GEYSERS,Unknown/Unidentified,342.93612671
33004,2006,NOBLE,Unknown/Unidentified,1017.925354
33005,2006,BILLY,Miscellaneous,996.78344727
33006,2006,GREELEY,Power Line,70.48856354
33007,2006,HWY 49,Unknown/Unidentified,132.55101013
33008,2006,RAYMOND,Smoking,475.08355713
33009,2006,WHITEROCK,Unknown/Unidentified,394.46542358
33010,2006,ANGEL,Arson,30.62127876
33017,2001,DRY,Miscellaneous,21.04171562
33018,2001,HEMLOCK,Miscellaneous,1074.46789551
33019,2001,JACKSON,Arson,78.96399689
33020,2001,JUNKYARD,Miscellaneous,63.45584869
33021,2001,PARSNIP,Lightning,72.39548492
33022,2001,SANTA PAULA,Miscellaneous,174.38343811
33023,2001,SOBOBA #2,Miscellaneous,9.82058334
33024,2001,TRAM,Arson,123.7714386
33025,2001,BLUE,Lightning,34218.84765625
33026,2002,PONY,Power Line,702.2744751
33027,2002,STONY,Equipment Use,67.55447388
33028,2002,WHITE,Vehicle,80.64008331
33029,2002,HICKOK,Arson,775.83312988
33030,2002,49ER,Arson,33.5568428
33031,2002,PUERTO,Arson,17.45142365
33032,2002,WHITE #2,Unknown/Unidentified,169.90138245
33033,2002,TWIN,Arson,321.51553345
33034,2002,CARSON,Escaped Prescribed Burn,38.01345825
33035,2002,D'AGOSTINI,Power Line,16.84441757
33036,2002,BUENA,Unknown/Unidentified,20.76647377
33037,2003,WATTS,Arson,11.49993515
33038,1979,VALERIE,Unknown/Unidentified,3517.70239258
33039,2003,PANOCHE,Debris,290.82815552
33040,2003,WATTS,Equipment Use,17.59988976
33041,2003,KILLION,Miscellaneous,27.59346581
33042,2003,GEORGE,Miscellaneous,131.91352844
33043,2003,LOS GATOS,Lightning,107.66298676
33044,2003,PANOCHE,Lightning,84.03261566
33045,2003,HIGHOAK,Unknown/Unidentified,23.7948761
33046,2003,POWERHOUSE,Playing with Fire,24.09627342
33047,2003,JACALITOS,Equipment Use,58.60409546
33048,2003,PACIFIC,Non-Firefighter Training,805.63464355
33049,2003,AIRPORT,Non-Firefighter Training,142.84075928
33050,2003,WEST,Power Line,110.53365326
33051,2003,DULCE,Playing with Fire,151.58972168
33052,2003,SAGE,Power Line,21.87808609
33053,2003,HAUSER,Power Line,2038.86437988
33054,2003,LOS ALAMOS,Aircraft,302.79440308
33055,2003,GORMAN,Aircraft,175.15844727
33056,2003,AQUEDUCT,Equipment Use,356.08532715
33057,2004,ARMSTRONG,Equipment Use,16.25216484
33058,2004,WILDER,Miscellaneous,47.35424042
33059,1979,Unnamed,Playing with Fire,10.95383739
33060,1980,Unnamed,Arson,10.03382111
33061,1990,CASE,Miscellaneous,2062.64135742
33062,2000,LYONS,Arson,495.36773682
33063,2000,HAUSER,Campfire,275.86285399999997
33064,1992,BARONA,Playing with Fire,150.00099182
33065,1980,Unnamed,Smoking,13.58091164
33066,1980,SYCAMORE,Arson,109.08920288
33067,1980,GARLIC,Miscellaneous,58.98014069
33068,1980,SYCAMORE #2,Arson,292.45004272
33069,1980,STEVENSON,Equipment Use,457.10269165
33070,1980,KINGSMAN,Equipment Use,254.13790894
33071,1980,RICHARDS,Debris,14.88181686
33072,1981,DUFF CREEK,Debris,528.58776855
33073,1980,RODGERS,Miscellaneous,1830.4420166
33074,1980,Unnamed,Lightning,1074.50463867
33075,1980,Unnamed,Smoking,14.92945194
33076,1984,Unnamed,Unknown/Unidentified,614.47729492
33077,1984,Unnamed,Unknown/Unidentified,282.7762146
33078,1984,Unnamed,Unknown/Unidentified,35.0668335
33079,1984,Unnamed,Unknown/Unidentified,62.14347076
33080,1984,Unnamed,Unknown/Unidentified,17.36826706
33081,2002,LOUIS,Miscellaneous,333.99359131
33082,2002,CHIMNEY,Railroad,15.05268669
33083,2002,SUCCESS,Vehicle,59.35616302
33084,1980,BENMORE,Unknown/Unidentified,905.44274902
33085,1980,BIG BASIN #7,Unknown/Unidentified,377.85211182
33086,1980,CAPE-RANCH,Unknown/Unidentified,202.41893005
33087,1980,CAPETOWN SERIES,Unknown/Unidentified,426.95043945
33088,1980,CAPETOWN SERIES,Unknown/Unidentified,0.44981143
33089,1980,CAPETOWN SERIES,Unknown/Unidentified,0.81714964
33090,1980,CAPETOWN SERIES,Unknown/Unidentified,0.90718144
33091,1980,CAPETOWN SERIES,Unknown/Unidentified,2.41559911
33092,1980,RANDALL,Unknown/Unidentified,277.38632202
33093,1980,RED HILL,Unknown/Unidentified,95.34341431
33094,1980,ROADSIDE #117,Unknown/Unidentified,264.78521729
33095,1990,RAINBOW,Unknown/Unidentified,2757.58032227
33096,1990,MATTOLE,Unknown/Unidentified,4875.88769531
33097,1990,PEAKS,Unknown/Unidentified,1226.03137207
33098,1990,KINGS,Unknown/Unidentified,3068.86962891
33099,1990,ISLAND,Unknown/Unidentified,1452.95349121
33100,1994,SKYLINE FIRE,Unknown/Unidentified,2.18112707
33101,1994,AMAR FIRE,Unknown/Unidentified,77.96739197
33102,1994,KERN CO. FIRE 192 AC,Unknown/Unidentified,180.34213257
33103,1994,PEAK,Lightning,2872.58911133
33104,1994,LUCAS #4,Lightning,6221.37451172
33105,1994,FISH,Unknown/Unidentified,461.61260986
33106,1994,RIMROCK,Lightning,70.3242569
33107,1994,SOUP,Lightning,8.13992214
33108,1994,CORPORATION,Debris,167.60287476
33109,1994,SOLDIER,Unknown/Unidentified,54.93006516
33110,1994,BEAR CREEK,Unknown/Unidentified,425.7026062
33111,1994,RIVER,Arson,606.48944092
33112,1994,COTTONWOOD,Miscellaneous,242.61595154
33113,1994,BARKLEY,Lightning,43905.28125
33114,1994,FRIANT,Equipment Use,624.04315186
33115,1994,YORK,Equipment Use,1012.40942383
33116,2002,VIEUX,Power Line,1028.64501953
33117,2002,PG&E,Power Line,140.60696411
33118,1993,UNION,Arson,70.17984009
33119,1993,STANDARD,Power Line,23.42392731
33120,1993,SAND CYN,Playing with Fire,151.78016663
33121,1993,ELKHORN,Equipment Use,212.18084717
33122,1997,SHU DEADWO,Smoking,264.02215576
33123,1997,USL,Power Line,30.12833405
33124,1997,EUCALYPTUS,Escaped Prescribed Burn,264.12261963
33125,1997,AMERICAN,Power Line,1630.58764648
33126,1997,INDIAN,Playing with Fire,33.12742996
33127,1997,BLM#1,Power Line,30.9495163
33128,1997,HILL,Power Line,230.74278259
33129,1997,COUNTYLINE,Equipment Use,453.36431885
33130,1997,CALIENTE,Lightning,62.17432022
33131,2001,SHU DERSCH,Unknown/Unidentified,36.16582489
33132,2001,SHU DUNCAN,Escaped Prescribed Burn,9.84340477
33133,1982,LOWER SPRINGS,Arson,255.79998779
33134,1986,GRIGORY,Miscellaneous,545.19598389
33135,1986,RANGE,Arson,20.84681702
33136,1986,SHIRT,Arson,14.28555775
33137,1986,COTTONWOOD,Arson,48.12522888
33138,1986,CYRUS CYN,Arson,210.31924438
33139,2002,TEN MILE,Debris,92.62768555
33140,2002,PINE,Debris,1024.01220703
33141,1986,Unnamed,Unknown/Unidentified,7.84214973
33142,1986,Unnamed,Unknown/Unidentified,34.49180222
33143,1986,Unnamed,Unknown/Unidentified,7.59531784
33144,1986,Unnamed,Unknown/Unidentified,367.82522583
33145,1986,Unnamed,Unknown/Unidentified,596.70288086
33146,1997,YSABEL,Equipment Use,260.29431152
33147,1997,WOHLFORD,Arson,537.65106201
33148,1997,EAGLE,Miscellaneous,129.50517273
33149,1997,PALA,Unknown/Unidentified,457.8923645
33150,1997,DEL DIOS,Arson,1072.88671875
33151,1997,MARGARITA,Unknown/Unidentified,1164.12854004
33152,1997,PAMOOSA,Playing with Fire,12.48018169
33153,2002,LOUISIANA,Equipment Use,6564.21142578
